Linear Greedy Val,Quadratic Greedy Val,Projected Subgradient Val,Linear Greedy Strategy,Quadratic Greedy Strategy,Projected Subgradient Strategy,x,y,u
0.06316151200381073,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[51.95466177316172, 99.36006807192092, 36.147045912179465, 72.3105410873695, 66.88001151751496, 91.98832692726481, 13.776897574196056, 35.688005071926526, 27.0761455744137, 64.00548255310699]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[11.427517038646084, 3.7627761272565174, 62.20104106340768]"
0.15156220784917862,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[83.0132706920607, 73.08636755451298, 96.75269946545339, 42.18479493899388, 78.37115501311885, 19.565797913790902, 70.70643455078488, 96.90500282272474, 24.46109934303615, 60.74584899175426]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[47.26230089310432, 57.770995378360944, 19.551616586068043]"
0.03298744826891112,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[94.99877952792481, 15.132251298561348, 54.77741146606691, 49.74757337169727, 16.048819002294277, 43.39314212075936, 77.73377161612854, 77.25905810292153, 16.8599599530015, 93.67719832764416]","[0, 0, 0, 0, 1, 1, 0, 1, 0, 1]","[65.15316601750285, 82.49950017114772, 15.905348781663664]"
0.02529130163464359,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[12.712397706377661, 65.1144192893878, 80.30548143012969, 41.680690428170614, 78.99628989347862, 46.69827335888414, 75.8515043935967, 38.27465413621509, 21.671132318904313, 88.79561773461566]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[93.33475625854415, 78.24963560322506, 23.461457547438748]"
0.07943897352154256,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[10.49470038323179, 16.99495153099825, 70.44457666279152, 72.35906040602877, 23.96946991626233, 17.372145825771412, 10.234935236853895, 30.478307034055742, 43.54887698428154, 55.88854044055976]","[1, 0, 1, 1, 0, 0, 1, 0, 1, 0]","[91.80270533917835, 11.275751065500705, 75.95939413115352]"
0.159993935281605,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[77.52965427680715, 86.32888620246105, 44.24069318422251, 57.26669714221564, 80.16462310206238, 28.212574593490412, 72.27467181502058, 51.556418349368556, 84.61891540821712, 53.05493510369735]","[0, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[20.35779634600463, 33.61115811745519, 73.3688208215066]"
0.07020400994439324,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[21.315985991134305, 74.66651207864743, 19.109274206608532, 95.32632144871911, 14.760058297587687, 77.83744369937381, 92.9257447171429, 26.424662206237606, 27.502543439810573, 15.480783179874603]","[1, 0, 1, 0, 1, 0, 1, 0, 1, 1]","[88.5010413836076, 44.8791776445021, 79.95298948478917]"
0.1350591186344559,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[55.17970143761401, 21.93687374226296, 67.03856551680963, 22.73088180444185, 91.93739254527547, 12.50263526048411, 28.809520133803996, 66.52569690549859, 79.6700967072367, 28.56278293402847]","[0, 0, 1, 1, 1, 1, 0, 1, 1, 0]","[72.00419054015671, 7.9463637747613, 1.2204043839222578]"
0.020493650362183757,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[81.89110095067839, 65.77907460186957, 58.87997317920946, 14.922510494662454, 63.67973447846741, 60.81721956541074, 84.79621001557877, 52.24599024628038, 18.311977629671528, 83.27865141744927]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 1]","[11.683784345244652, 90.19109109167776, 74.8385999901581]"
0.3283315853679627,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[91.06603248728489, 83.7976893722582, 65.9277688984526, 79.33308344745026, 20.845337066841413, 38.66976722578764, 74.26365520012075, 32.43769584134067, 85.23742497510234, 75.07727338792206]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[10.462983903147494, 7.2989827632904625, 28.19131469664542]"
0.13450069961197347,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[96.01709387283043, 46.91292949853595, 15.558229185473031, 69.87464096532698, 60.652627385288675, 27.37832350579739, 71.92024895811869, 66.09914107649469, 92.68978687975293, 25.893306243020294]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[82.14948285184516, 96.08536739969239, 1.738777176341677]"
0.1267114338924993,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[86.81684326386132, 84.7799215800269, 70.09268557709274, 69.17142168878812, 92.67059632931961, 11.346477049544522, 40.79329169157329, 79.22406166718345, 38.91988733143272, 58.50061726784022]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 1]","[69.47553421016383, 42.48057891129488, 63.68547499236049]"
0.006078352377179824,-0.013054049354948069,-0.03963596756144279,"[0.0, 1.0, 0.0]","[0.4, 0.4, 0.2]","[0.7034508094916736, 0.29654919050832634, 0.0]","[40.664751727104075, 52.183762575640785, 97.27505188397662, 65.10567633152522, 58.04608709342731, 69.93193647867992, 67.1425574712379, 54.77808413752111, 92.45785527189031, 77.16817300705917]","[0, 0, 1, 0, 1, 1, 1, 0, 1, 0]","[12.628657521013286, 22.680989609430412, 80.4598358636752]"
0.35083499432637144,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[85.14304999151797, 44.08014660326712, 67.49692854742406, 98.23774962119498, 92.05227042407387, 77.73263091056685, 28.187297933570346, 82.81647816952353, 37.697613553873154, 44.665710243270595]","[0, 1, 1, 0, 0, 1, 0, 1, 1, 1]","[47.23439223846599, 13.437341267837887, 11.30669781826661]"
0.3867245649619681,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[48.870610629713056, 53.23805082178229, 60.68135157278689, 98.33551512468924, 66.91079898034478, 20.487604611177943, 89.14267170572543, 71.90521299545985, 67.73275101416667, 61.48316539663168]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[4.427920251553585, 26.293861699894073, 64.27733617009665]"
0.12552694245469276,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[42.18287441170868, 54.34714179823524, 25.412633916918985, 94.17162656692915, 59.055969429718004, 89.37428140485432, 79.09931004007245, 36.21437434747658, 48.74753678485249, 81.72594033339034]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[69.9207292750106, 66.74153862057177, 30.868172478674627]"
0.16342732863422404,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[14.795875362320848, 71.53490959930946, 18.092488919158214, 71.63363803167557, 32.13227117158469, 78.91212668068756, 67.57517155088354, 66.3139830280472, 30.1035798302848, 25.760306335808558]","[1, 0, 0, 1, 1, 0, 1, 0, 1, 0]","[39.69319686511753, 37.19765356141844, 0.937698644406082]"
0.2804486575012328,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[65.86383727689747, 65.49458524477389, 23.024093717159083, 50.35855336344273, 26.08816706332009, 94.38403882146063, 94.00179615947695, 79.23425384082329, 69.98845628895877, 95.44309347974823]","[1, 0, 1, 0, 1, 0, 1, 0, 0, 1]","[43.49734580091976, 55.766424273190985, 28.820279150297868]"
0.19396612419173553,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[51.13429800392524, 12.44144403397868, 39.73246869652543, 12.861468155069169, 51.07426344773355, 49.0892780573633, 79.13054967409018, 64.95659887848299, 24.463984200244948, 67.64537273065953]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[3.4150667787976263, 73.92370062778552, 51.44845000784576]"
0.16173941321300878,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[78.11841883771548, 12.607572550075044, 18.046617031740585, 59.21819206042385, 18.728353652746023, 93.48429848283864, 44.07618741160314, 72.89316199922868, 95.08979919498591, 32.1111257790252]","[1, 0, 1, 0, 1, 0, 0, 1, 1, 1]","[10.785990356922138, 14.661037572314639, 33.50511136322838]"
0.1018239743879652,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[97.59091064425702, 17.705089305099353, 54.8962812212945, 91.84784444768286, 56.90322513600345, 92.08693434019018, 99.55047009616308, 68.62590626817666, 34.290965202164756, 67.33072402280811]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[5.6251229817255055, 62.73915249160591, 58.23598217954756]"
0.038831067446423256,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[78.60572025648939, 87.06577512109003, 26.372180824352675, 75.17815199024305, 54.75528725506687, 77.45081243915534, 79.56500522214439, 98.14192551761664, 85.65288090577073, 15.001118042364762]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 0]","[72.24283133364139, 43.55590378703818, 14.973419993466397]"
0.1576738343966218,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[23.334047342188164, 63.93034397115387, 85.65594809503854, 43.14784056467616, 13.957423880284717, 47.54572426939912, 35.21659496222849, 46.71639504311596, 69.02477019978352, 13.003894224354493]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[93.91878015408284, 66.91651746350364, 32.237804360391905]"
0.2941998493096384,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[49.17517149309415, 34.68495607301705, 52.20690185557455, 28.73634484826107, 88.44006198414296, 37.66179926282799, 29.91896942299601, 67.74095511384117, 27.131824885426642, 78.93868423205254]","[1, 0, 1, 1, 0, 1, 1, 0, 0, 0]","[86.69705371024398, 14.953794190171898, 27.20409541872818]"
0.02479966880126583,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[37.84940047567359, 62.103474400713154, 32.7869832909806, 24.540974102756216, 46.599026531728065, 74.6250106431228, 59.77377275810819, 16.609934258498726, 94.84665962678265, 86.2283598827054]","[1, 1, 0, 0, 1, 0, 0, 0, 0, 1]","[37.812904545515494, 61.85075542887173, 65.20767333432165]"
0.08689423621111941,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[18.04706036854817, 82.10609776554827, 72.56470728376937, 13.059017347902522, 67.19977374200386, 12.73743830269823, 60.70166722985736, 54.87267371477314, 74.41200128562065, 37.89749105947632]","[1, 0, 1, 0, 1, 0, 1, 1, 1, 1]","[10.25681786378103, 62.0881565508365, 29.317783042969914]"
0.1611631212827755,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[54.83336258484562, 92.15045390474272, 47.39478039398037, 89.18614326950805, 87.6014249148275, 66.92882278024567, 83.78902011907093, 61.69385441252919, 93.08019443205394, 30.45145804871927]","[0, 0, 1, 0, 1, 1, 1, 1, 0, 0]","[23.509159334189423, 66.30088117759932, 83.60948835204131]"
0.24771876798687198,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[82.73690502293134, 89.22373526225007, 61.89617354767899, 29.029973490683986, 98.75686827730765, 76.58128525575341, 40.17341575146765, 35.50525002096465, 23.581399214523273, 89.85102107078389]","[0, 1, 1, 1, 0, 1, 0, 1, 1, 0]","[24.41659571897309, 12.923105755257836, 50.26262472767124]"
0.16208012098890834,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[31.679124936773515, 71.41425179423285, 36.85615350616814, 28.784725402875754, 32.18362724896515, 28.7963263425069, 35.44060590150325, 60.09560635608449, 16.205109841831913, 95.04661421063572]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 0]","[78.50772200839945, 22.308708502910967, 71.50048533270444]"
0.20647147326808657,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[72.72806812001218, 62.49249377945503, 26.432075026570843, 45.8377384246956, 16.19511427153831, 96.87175663804557, 62.838207903609636, 27.321776574848062, 50.965814664326274, 17.534817783538692]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]","[91.36565820690441, 15.99613998053221, 17.699524640721076]"
0.3066533167655338,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[17.341394236512144, 87.37452408683211, 77.64654261625705, 79.7384893949513, 33.89663129718934, 27.65592795511652, 56.784692216189434, 74.60141076716498, 68.15272791805131, 82.89171320868202]","[1, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[46.80200395737327, 19.41680474955718, 21.628482264031668]"
0.2762958915647483,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[41.13293298850167, 68.1643037541096, 40.49412820305945, 75.38460804221145, 28.956845725589584, 35.81032926254417, 92.55968302929526, 71.99042201193272, 51.64508256901275, 74.75153752732345]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[26.01224163487509, 15.331155811703923, 67.70388404186274]"
0.17021370853723727,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[90.60346243927391, 93.573698004045, 33.54161919204078, 66.41375598696273, 93.63322997374175, 13.586731105975222, 96.8592602850336, 73.15994578140916, 53.18487429980967, 18.80643609947134]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1]","[1.6170836548962564, 77.04892342005165, 68.59722478668608]"
0.5051736456502287,0.01865619763005555,-0.008412511341778114,"[0.0, 0.0, 1.0]","[0.2, 0.4, 0.4]","[0.17667833981924025, 0.49647903346948435, 0.3268426267112754]","[69.01491814356378, 81.86430084334778, 39.185951599467046, 24.242603746309833, 85.47813542378849, 47.30760810954744, 58.09064688468833, 40.93045805342403, 74.2532293992222, 35.93277114000159]","[0, 0, 1, 1, 1, 0, 0, 1, 0, 1]","[52.62807210569809, 2.51572159379988, 37.56275411697783]"
0.34377059372963803,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[21.1330396458306, 57.69036281965853, 48.58878462278624, 64.85903950873703, 69.69330652681631, 94.93384812835103, 54.56689992617158, 55.99386671022522, 70.64611307799626, 62.27631170073671]","[1, 0, 1, 0, 0, 0, 0, 1, 1, 1]","[83.48116075476365, 67.00962130510769, 43.38741822104023]"
0.06907262979589476,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[12.322088698805214, 22.388331691424476, 11.856717277072786, 77.26039174474093, 31.267403281030404, 72.00532932395116, 40.42419763589605, 77.23692743071264, 80.95954737532078, 84.89211401057982]","[0, 1, 1, 1, 0, 1, 1, 1, 0, 0]","[64.34493223194818, 42.635599951452505, 95.4106474739359]"
0.3285297455079693,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[61.98964080133084, 72.176851006603, 14.740390742544488, 33.32004877235937, 99.65637896802627, 91.45299770844372, 85.3051996733645, 58.84363187456292, 55.2762797126528, 55.99878256364299]","[0, 0, 1, 1, 0, 1, 0, 0, 1, 1]","[30.64616976241068, 31.439264841816428, 11.865344334856642]"
0.10231733360927481,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[72.94129419287015, 63.78341548235675, 84.09927169290502, 32.08447377089393, 46.03842989554446, 21.359792998351118, 96.90781798390886, 28.217169684269745, 79.87567051413134, 88.14629963605547]","[1, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[17.433203812303454, 48.01097478360682, 57.0625161568589]"
0.0619238293033528,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[18.811762822788694, 48.50337142092042, 68.40591728964202, 36.3429790345633, 95.9162652697103, 85.54376868167907, 27.63654192976835, 74.76051456635892, 12.362312554178185, 38.00686479063219]","[0, 0, 1, 0, 0, 1, 0, 1, 1, 1]","[42.85909987944423, 92.44569207860793, 86.16802731822442]"
0.015086449075027125,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[73.72977959774943, 89.7207410921057, 12.746677432965328, 81.65889250218672, 34.952114211101176, 82.73531753830608, 12.48458340598118, 82.57032019523649, 22.191387677875163, 57.04477127925588]","[0, 1, 0, 1, 0, 1, 0, 0, 1, 0]","[34.236160414402214, 63.165299128217214, 84.30525439444543]"
0.11729144678902721,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[67.00692233626205, 54.49335013103589, 47.393183235186676, 81.10864381434324, 73.35515444620259, 76.0371480339923, 55.19666907691294, 31.106396128161244, 99.11651948335661, 94.35531779305646]","[0, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[41.21248038252712, 96.75381375081446, 58.18663116170324]"
0.11228729693512007,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[39.9236781829195, 82.34527838360061, 35.52295243447469, 74.84579540732942, 53.75327607655048, 87.63557703521485, 70.76052555017432, 19.489291834453457, 29.68672995876023, 58.18510843057892]","[0, 0, 1, 0, 0, 1, 1, 1, 0, 1]","[37.98584153049981, 77.77353115839134, 79.04664880193857]"
0.11063078042752589,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[54.230197577070875, 14.619058754289867, 98.53129380231815, 82.58117208379043, 42.45561349885042, 89.9151298639032, 43.881729678950784, 20.009168839687007, 99.26729523031685, 37.751049307407264]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[71.8946813579337, 76.97966722447451, 7.046168134654296]"
0.2277916865494627,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[96.8664485687388, 77.82050323356061, 87.83920189456262, 24.38175892337938, 70.74472350979138, 24.40067528096654, 80.64945152543775, 62.37508525632595, 21.85027386901278, 92.40345230991156]","[1, 0, 1, 1, 0, 1, 1, 0, 0, 0]","[42.07476555836473, 31.72781298719999, 1.595651591484859]"
0.11538153601687826,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[98.41807133727154, 38.89807908320353, 52.791196216710006, 69.31649842885155, 95.35965194099923, 11.588965703142843, 12.53574385904712, 28.188173601039043, 24.39787024064141, 58.233733496786215]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[28.176337992223534, 73.60821135401551, 6.773590471038126]"
0.08713020104911157,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[68.25096816174097, 79.9710802849739, 34.2545169453733, 44.18260516259801, 19.51455826465634, 91.7496118604882, 36.51988707957037, 19.352049455633605, 80.08251885459276, 42.61957223764271]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 0]","[36.92307722427321, 49.40023688281025, 42.129310642886864]"
0.05946597634331896,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[90.92631078008226, 78.2549204215028, 28.985558542752692, 10.5495649086232, 90.7896724076085, 24.32709469189684, 11.989707950325304, 14.90502934476148, 58.23980784422802, 61.35182084232288]","[0, 0, 1, 0, 1, 1, 0, 1, 1, 1]","[46.69541286876843, 46.71667640036542, 51.06111810838291]"
0.08688412709317883,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[74.99023820159532, 64.20329624923656, 58.763334197616885, 68.06058866225698, 20.487969424018058, 61.71234600728874, 12.124834833670999, 46.655894739079834, 67.12556890683389, 76.87997913736521]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]","[33.537155038316634, 78.5772727841644, 88.74722660608751]"
0.1456820864968178,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[51.98646851486928, 67.22090902341566, 99.50629398576793, 10.189135172767479, 10.401565056783902, 83.71981604450473, 72.16832813944389, 62.48497018762568, 34.556885263960524, 37.688827202536785]","[1, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[15.331164163562793, 46.929627826959006, 26.607299278992603]"
0.1407099954243474,0.0,0.0,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[36.705595075713916, 57.86847443839923, 64.96374908419074, 32.17509199144398, 62.84786609906155, 75.96825188496842, 47.71274331984321, 67.59852641452377, 40.93075648455071, 10.241285572137407]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0]","[34.07218677407151, 12.37812203706098, 73.19928198918801]"
0.1441474473254607,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[94.16451345310246, 85.99830459095229, 42.20652382702182, 87.02945503402132, 12.800464633878011, 67.20556118361328, 79.63054158988803, 88.63356516843643, 23.585860298204082, 40.76276538774248]","[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","[58.299371319058146, 66.4619680939294, 36.62799795190346]"
0.08649472940370762,0.021623682350926918,-0.004815333854770454,"[1.0, 0.0, 0.0]","[0.5, 0.25, 0.25]","[0.6666516141136766, 0.33334838588632343, 0.0]","[69.85205345219805, 10.35662885553354, 14.377183791294552, 75.58493651219445, 87.97330102401094, 85.43227015090645, 10.031149473211151, 97.61714894223977, 66.35843282912057, 22.826188573187046]","[0, 1, 1, 0, 0, 1, 1, 0, 1, 1]","[3.4043110864564907, 22.99066077974863, 88.99222193418291]"
0.1514648546950438,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[25.424359401698837, 87.03918204506044, 97.35680389843179, 34.21881437896381, 56.6140380284861, 33.113342460612145, 40.92097294252422, 56.25092830754336, 62.335317644676394, 45.26849189766347]","[1, 1, 1, 0, 0, 1, 1, 0, 1, 0]","[86.87720326060806, 27.111463630666155, 23.334346143190565]"
0.15223755951026471,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[85.50795182643331, 25.123550942145457, 58.13344578268156, 55.866493467345684, 89.68900510366934, 67.69117421001367, 51.54520166882246, 59.0858007658143, 23.567700038524798, 55.08515972543948]","[0, 1, 1, 0, 1, 1, 1, 1, 0, 0]","[75.67157677811191, 14.909992681200436, 42.57871618801992]"
0.12068579108771926,0.0,0.0,"[0.0, 0.0, 1.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[49.67852595184072, 35.836519329469525, 72.06188915715714, 62.10752040454494, 52.227599433286606, 59.13258912170297, 39.06319887413805, 87.3752702253568, 28.446979929222977, 92.86742279203212]","[0, 0, 1, 0, 1, 1, 0, 1, 1, 0]","[45.20579706087688, 88.35816656017064, 85.12351320585215]"
0.0571710725066931,0.0,0.0,"[1.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[48.194079838701334, 94.03158499587204, 39.253595131077184, 51.78382510738824, 98.24571646859265, 44.05663203740533, 14.44455477064386, 18.560038488752667, 43.702906561210085, 93.52677740237858]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[29.515769288034576, 61.531416367164105, 31.47291654096599]"
